Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters,Issue_Education,Issue_Environment,Issue_Financial,Issue_Foreign_Affairs,Issue_Healthcare,Issue_Military,Issue_Other,Issue_Social,trans_Car,trans_Foot_or_bicycle,trans_Motorcycle_or_truck,trans_Public_or_other,Occ_Hightech,Occ_Industry_or_other,Occ_Public_Sector,Occ_Services_or_Retail,Occ_Student_or_Unemployed
Purples,5,626.3750728,86795.13114,132.5261165,1,415.7020365,1,-1,1,0.325592476,0.307513088,840.6911739,4.149302528,80.57765393,0.565,9435,83.56719771,498.5097171,5154.0398,59409.62658,0,172808.1832,22.32733117,94.11417813,30.33377076,43812.76189,70,2,1,761.1401359,12,541.8223737,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Oranges,2,460.9348991,75704.15931,153.6449664,1,492.7213764,1,-1,-1,0.282694801,0.698311617,321.7952978,4.099436961,2.3438239,5.63,6370,59.33763131,390.1039988,5707.421762,56394.04058,0,242774.3548,19.75105058,255.7732798,83.28051292,23770.42066,50,1,2,765.7887209,7,730.8459686,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Greens,10,438.1594548,39625.52679,146.0531516,0,271.3089472,1,1,-1,0.941595076,0.384314334,687.3946853,6.398523927,63.04008579,0.451,9549,94.65734304,495.7859552,3704.661382,59020.86586,-1,73608.54481,22.26625149,268.7599899,4.856393253,21487.57624,79.08433735,2,2,793.8977619,14,641.1190149,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Turquoises,7,724.2392673,98160.38266,241.4130891,0,406.6075416,1,1,-1,0.250936339,0.645774662,749.3363598,6.727172586,30.34640416,9.489,6511,83.86187658,293.9085806,4653.892577,33216.61384,-1,165329.6929,17.14376215,441.0822656,92.66795632,493437.0693,100,1,2,365.8654155,12,121.3738775,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Khakis,2,380.843273,8063.495586,126.9477577,0,63.5182199,1,-1,1,0.092903934,0.791492218,276.9556099,2.750220264,62.3276222,6.33,9670,76.51062876,370.2575089,1375.697217,34549.80087,0,4034.564259,19.24207652,563.9110162,27.49001309,16252.68093,60,2,1,423.2659804,8,167.3648007,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Purples,5,333.8957456,35594.14694,111.2985819,1,319.8077311,1,1,1,0.25503492,0.974920459,970.4875224,8.721308687,59.21505375,0.384,9616,82.07827529,450.9599555,4099.997222,51482.33192,-1,102276.9849,21.23581775,198.2580192,9.277939913,12508.67291,100,1,1,654.5578646,15,433.4262633,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Khakis,1,729.0508494,2433.928054,243.0169498,1,10.01546623,1,1,-1,0.427425287,0.486474968,695.5971308,7.151325345,12.24530523,11.046,4954,71.36998274,22.52587408,145.2064105,2308.565939,1,100.3095638,4.746143074,838.845197,28.09264148,59310.25484,90,0,2,28.58424822,12,14.61882984,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Purples,5,260.2816523,37417.48628,86.76055076,0,431.2730378,1,1,-1,0.561977546,0.320291828,568.2766517,2.079157401,87.10639419,2.671,7329,40.80559243,412.2102236,5137.150825,51196.35913,0,185996.4331,20.30296096,114.6241474,84.07502854,7624.153718,100,2,2,650.8099747,15,473.3869393,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Khakis,4,477.2873813,145515.598,159.0957938,0,914.6413904,0,1,1,0.481422058,0.98156419,360.4497579,7.975449886,2.375120018,9.147,6853,90.97342,855.886429,10858.18676,104148.6757,0,836568.873,29.25553672,662.822343,59.32800251,25480.56739,70,1,3,1299.34579,12,875.1677296,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Whites,6,53.56386378,8721.153675,17.85462126,1,488.4535801,1,1,-1,0.157602549,0.072729019,366.9858361,2.215421365,58.91239524,4.035,5965,52.91806222,468.2368698,5821.009541,55824.22307,-1,238586.8999,21.63878162,71.0884124,92.15220716,346.6421215,90,2,0,688.988163,10,437.4592443,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Purples,9,362.4745958,52472.7195,120.8248653,0,434.2874241,1,-1,-1,0.023562166,0.977922264,952.0063687,8.840038546,61.921422,3.259,6741,46.71666347,434.6974111,5212.269063,54902.01482,1,188605.5667,20.84939834,138.2631965,36.88121515,14729.47293,100,0,2,711.6854499,6,554.0580749,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Pinks,2,317.7085099,39060.50923,105.9028366,1,368.833456,1,-1,1,0.951102098,0.640572298,847.7834791,8.004313337,69.85110668,5.391,4609,31.56738742,341.8977196,4372.129999,42472.83209,0,136038.1182,18.49047646,235.5155372,15.97759095,11331.31364,80,0,2,537.0009839,7,384.8193813,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Whites,2,1020.311122,107272.1792,340.1037074,1,315.4102024,1,-1,1,0.725757249,0.080360092,855.4339446,0.744600161,56.76023182,3.383,6617,87.72662708,311.5784357,3777.258895,42410.2199,1,99483.59578,17.65158451,265.1553549,11.46595157,116020.6355,60,2,2,575.4827342,6,527.0422436,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Purples,3,124.5709639,14234.61568,41.52365463,0,342.8073903,1,-1,-1,0.488213893,0.404885138,878.645025,4.270987795,88.83682992,3.943,6057,66.76569209,418.8432267,4265.760356,50293.56454,-1,117516.9068,20.46565969,178.4670219,62.59302609,1775.737549,90,0,0,649.4653119,15,476.4513378,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Khakis,8,779.7316073,156735.2189,259.9105358,1,603.0352652,0,-1,-1,0.59785038,0.936912936,536.5604111,6.539607467,31.62034205,8.106,7894,75.68768468,595.6598078,7221.672268,80314.42593,1,363651.5311,18.00842343,494.7470554,94.13721629,67823.39714,70,1,3,1083.572175,10,974.3496433,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Khakis,6,21.94666186,685.6065529,7.315553954,1,93.71902076,1,1,-1,0.131044371,0.673978941,279.8311859,7.884014805,25.71938022,7.575,8425,87.47224056,163.2642944,1263.718796,16516.80783,1,8783.254853,12.77749171,673.8223354,4.814477591,70.8328836,80,2,3,196.7976133,12,80.97569259,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Purples,7,319.4631259,43788.40005,106.4877086,1,411.206144,1,-1,-1,0.135224805,0.508497016,68.70513316,7.562228886,5.723687494,4.551,5449,39.86638626,432.1498123,4976.361064,52227.12974,-1,169090.4928,19.39459387,117.5037798,12.89389201,11456.1198,60,1,1,661.8954521,8,463.6800132,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Reds,10,390.2497459,58148.15645,130.0832486,1,447.0072593,1,-1,-1,0.068839819,0.650204115,156.9938383,3.731082873,19.32369177,7.166,4834,64.52387355,418.1078419,5306.288276,53378.22339,-1,199815.4898,20.44768549,104.0110959,7.412045565,17061.73482,50,2,2,689.0515364,9,536.1075055,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Purples,5,723.2113098,97268.43853,241.0704366,0,403.4855535,1,-1,1,0.674113596,0.357327168,759.1982135,7.259109644,80.84603713,4.118,5882,2.997077373,402.8012501,4840.458035,49813.03462,-1,162800.5918,20.06990907,141.0119161,56.20393846,58366.02584,90,0,0,636.1235979,12,466.5078351,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,9,444.8760674,67061.75505,148.2920225,1,452.2276649,1,1,-1,0.622875854,0.374407866,442.3967595,3.212832697,15.3247539,3.509,6491,26.90996155,393.2337172,5433.014757,55371.98621,-1,204509.8609,21.33937801,66.24171475,19.07922532,22148.81595,70,1,4,699.7199497,10,489.3300697,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Turquoises,2,38.51028701,114.8951819,12.83676234,1,8.950479794,1,1,1,0.58701935,0.267937577,855.9526212,5.476728191,91.68032636,12.145,3855,55.56158477,3.294930415,96.09465877,518.6541575,1,80.11108855,1.815194319,856.3828541,5.784742651,187.6192297,90,1,4,6.097475957,14,4.473981207,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Purples,2,429.3631711,60788.28559,143.121057,0,424.7333471,1,-1,-1,0.478855101,0.597256312,752.2918766,3.283215119,60.06990392,6.288,3712,75.23077154,406.5823266,5060.498124,52310.18701,1,180398.4161,20.16388669,128.5632782,56.54439852,20636.75802,70,0,2,681.509037,6,546.2232167,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Violets,1,923.2948747,12635.21262,307.7649582,1,41.0547474,1,1,-1,0.488529083,0.046518963,634.5350684,0.199090729,22.65553609,12.385,3615,6.470361841,127.3128802,665.1732343,14047.72214,0,1685.492284,11.28330094,693.4417225,38.61781424,95037.03447,100,0,1,187.4862195,15,137.5983052,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Purples,9,178.4587901,24880.94184,59.48626336,1,418.2636535,1,1,-1,0.979802888,0.965507373,733.4584598,8.552422319,26.20023577,2.756,7244,38.03185381,392.9799752,4968.596485,48778.1275,0,174944.4838,19.82372254,145.5564878,9.433461353,3608.101791,100,2,3,617.883286,12,444.749886,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Purples,5,304.8944218,46530.50733,101.6314739,0,457.8356048,1,1,1,0.868446079,0.921123399,223.2495889,5.571500934,14.88125054,5.97,4030,47.15180967,400.9470793,3760.090701,50925.06267,1,209613.441,20.02366298,109.2942288,38.19377301,10440.58797,70,1,1,647.2031285,12,481.1343933,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Khakis,8,802.2310897,2631.089583,267.4103632,1,9.839145914,1,-1,1,0.597753463,0.460632569,123.5178183,6.666268061,35.40812174,10.701,5299,89.54957814,9.009153466,116.4097661,982.3337944,0,96.80879232,3.00152519,852.7865678,90.66331228,71785.71274,80.64226519,0,1,11.14293611,12,4.101566809,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Pinks,2,513.8242847,55941.59164,171.2747616,1,326.6190017,1,-1,1,0.737729183,0.441835621,548.8765882,8.459103026,65.79878542,4.924,5076,13.82197242,375.3295426,4016.849102,45562.17813,0,106679.9723,19.37342362,223.5000749,41.07561486,29516.31871,60,0,4,587.4865688,7,434.0561605,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Oranges,1,799.3609424,77566.00956,266.4536475,0,291.105077,1,1,-1,0.782353048,0.141463378,631.0246943,7.843057762,89.05078904,7.897,4103,90.38567138,438.8366795,3788.724129,57207.30083,-1,84742.16586,20.94842905,328.2632933,88.39963647,71273.99989,50,0,1,796.9239575,8,745.7208764,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Browns,4,228.7072094,38391.11455,76.23573646,1,503.5842288,0,1,-1,0.223037643,0.160238422,22.02059864,5.438594213,94.66083155,5.655,4345,42.73575337,494.2171184,6024.276525,59155.83661,-1,253597.0755,22.23099454,20.40523436,32.29506644,5898.12325,60,1,4,735.5350305,5,480.7624021,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Browns,8,501.0062305,78304.96563,167.0020768,0,468.8861786,1,-1,1,0.65457455,0.83897514,306.6137484,0.697181767,67.53569581,1.2,8800,49.10496015,437.9486589,5564.759104,53087.52659,1,219854.2485,20.92722291,92.88221436,48.5597824,28066.69574,80,1,2,660.1852118,8,425.4720281,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Violets,1,383.8194694,111311.4648,127.9398231,1,870.0298472,0,1,1,0.857233872,0.014453308,499.5274108,1.935186414,3.910912201,12.113,3887,80.03624142,787.9765316,4867.164603,92789.28536,-1,756951.935,28.07091968,492.4345328,72.35068816,16506.53816,70,2,4,1121.413503,13,650.4632798,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
Pinks,6,340.6983116,79957.55318,113.5661039,1,704.0617795,0,-1,-1,0.196727505,0.057392286,180.3457465,8.556405692,12.81130279,5.683,4317,68.67699963,614.7728472,8270.16349,71250.37117,1,495702.9894,24.79461327,241.9128016,67.29233158,13020.82605,80,2,2,843.2559392,9,439.1083975,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Blues,7,1531.504147,357077.2548,510.5013822,1,699.4638355,0,1,1,0.033013551,0.960603789,769.014495,3.089569479,59.63740016,9.37,4630,38.96286176,618.3009855,8231.240326,78670.53946,-1,489249.6571,24.86565876,343.0956515,55.04004229,261132.1626,60,1,1,1002.842823,10,752.8511048,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Reds,7,71.51569024,13541.7609,23.83856341,0,568.0611144,0,1,1,0.579920562,0.673339769,15.87794721,3.882077052,79.86886112,3.188,8812,47.94247672,383.7084426,6448.028029,53004.3,0,322693.4297,19.58847729,143.7309589,92.31783526,602.1156691,50,1,1,677.1564412,7,550.0254628,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Khakis,4,166.0965381,5338.914703,55.36551271,1,96.43033076,1,1,1,0.721859054,0.542227169,886.7050286,4.56549525,9.610140743,7,6057,51.62566141,365.0792788,1694.461865,36235.23641,-1,9298.80869,19.10704788,501.6501708,72.34804786,3130.70551,70,1,1,455.3791337,11,234.3294994,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Khakis,8,374.0007959,113740.3043,124.666932,1,912.3534402,0,-1,-1,0.460712873,0.561087277,98.84613636,9.361485462,65.947904,11.253,4747,47.11383961,551.3865202,10226.30744,75710.24799,1,832388.7998,23.4816209,460.9667819,68.17125939,15676.51086,60,0,3,937.2509925,12,699.5355606,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Greens,7,862.9011176,82598.95619,287.6337059,0,287.1671661,1,1,-1,0.091080299,0.436280652,393.7703064,0.52007939,53.77244849,2.265,7735,3.925296105,503.4500836,3760.090701,59741.46906,-1,82464.98129,22.43769337,251.5643182,51.22879904,83030.78246,100,0,1,798.8570212,15,634.0704588,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Purples,5,245.1065069,32719.23928,81.70216898,0,400.4696532,1,-1,1,0.715080903,0.480047825,376.5400851,5.64622279,42.5489282,0.702,9298,99.26383249,466.2318483,4937.160229,51991.12072,0,160375.9432,19.90467932,107.2569945,21.30713407,6766.946585,90,0,1,698.9611809,11,499.0244219,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Whites,8,486.2838222,77237.94039,162.0946074,0,476.4991361,1,-1,-1,0.283418165,0.820595488,985.1689958,3.009418515,90.12012996,0.563,9437,50.75043105,442.0912608,5649.173882,53594.14045,-1,227051.4267,21.02596635,86.44441157,66.73517958,26446.75636,60,2,3,665.6701847,6,440.2762726,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Reds,6,585.7943709,126115.3833,195.2647903,0,645.8685313,0,-1,-1,0.533412011,0.035649702,52.9526812,4.640320311,30.05608532,6.473,5527,48.15677458,471.9766939,7402.638701,63124.24684,-1,417146.1597,21.7250246,194.451811,73.05595893,38333.60312,40,0,3,802.1125363,6,625.4933174,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Browns,5,242.5981659,25226.15806,80.86605528,1,311.9499025,1,-1,1,0.604601162,0.577779727,665.5372907,9.24687587,89.63178787,6,4000,84.04012129,375.9288325,3871.35669,45077.68035,-1,97312.74169,19.38888425,238.4947035,62.51870512,6630.184953,90,2,2,580.4054049,9,425.4720281,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Blues,8,1671.674727,551175.6659,557.2249089,0,989.1439832,0,-1,-1,0.508623021,0.543244796,536.0368139,7.708620022,86.24043379,8.648,5352,8.527718391,728.6249183,11348.68967,81292.47864,1,978405.8196,26.99305315,587.2745841,65.24207622,311066.824,60,0,1,889.1776391,10,269.0016287,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Khakis,6,823.8211454,207907.9915,274.6070485,0,757.110907,0,-1,-1,0.101622513,0.41657253,911.7216794,4.010968253,31.4283499,6.235,9765,75.41610033,707.75285,8986.61477,92387.07328,0,573216.9254,26.60362475,595.6208886,33.40026741,75693.63811,100,1,0,1210.426914,13,995.4765158,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Purples,3,100.4389805,14722.31824,33.47966016,1,439.7391779,0.978746015,-1,-1,0.131651628,0.015661959,991.3073778,8.596872273,63.53556195,0.758,9242,55.80550691,456.7446042,5310.880988,55022.82589,1,193370.5446,21.87033157,77.20464889,42.45984608,1164.367304,100,2,2,694.3417036,12,478.595284,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Turquoises,1,192.3495026,62342.73725,64.11650088,0,972.335302,0,1,-1,0.663959701,0.015946279,746.4492556,0.234732854,60.39576712,9.9,6100,59.64325448,999.6300228,11722.61307,119198.4281,1,226149.4127,31.61692621,842.4883247,3.25286861,2864.042843,60,1,2,1490.342423,10,986.8837438,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Reds,6,963.903382,8924.546814,321.3011273,0,649.7736707,0,1,1,0.808149749,0.691884261,287.3847682,2.723068797,61.06622154,5.206,6794,66.60110771,494.4535173,7486.643742,64653.46143,-1,422205.8231,22.23631078,186.4534411,78.76310912,103565.7155,50,1,2,815.4426553,9,610.9142452,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Purples,4,387.2734236,57474.59129,129.0911412,0,445.2249067,1,-1,-1,0.704511582,0.775770886,680.2867553,4.610191886,41.48948623,1.694,8306,86.29920841,432.4310081,4867.164603,54253.57556,1,198225.2176,20.79497555,90.68913551,18.8091157,16803.61387,70,0,4,696.5423871,11,525.6639783,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
Violets,7,295.0334692,11774.2372,98.34448973,0,119.7244221,1,-1,1,0.922091835,0.45348873,754.9858596,5.865769112,53.28198215,10.608,5392,22.65848964,73.12247755,1343.489176,11280.52828,-1,14333.93724,8.551168198,671.5659701,56.76207631,9779.98315,90,1,2,151.5960395,11,147.626735,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Purples,8,484.7105665,58562.92171,161.5701888,0,362.4611826,1,-1,1,0.652541017,0.131781489,962.2277205,8.709619946,45.45863634,1.09,8910,42.51108123,403.8931577,4432.398141,51991.12072,1,131378.1089,20.09709326,168.1376809,88.19418962,26276.4961,90,0,3,644.3456033,11,489.1912863,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Browns,1,481.4707615,72710.65658,160.4902538,1,453.0534088,1,-1,1,0.701948433,0.32785336,467.1763603,2.016611595,6.468640361,3.024,6976,41.35150702,431.2385175,5393.011123,52347.53771,0,205257.3913,20.76628319,101.9555936,14.4315931,25927.61183,100,1,1,653.9971449,9,441.1542766,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Khakis,7,402.8498679,7608.265053,134.2832893,0,56.6583161,1,-1,-1,0.773095214,0.227772604,876.474848,7.719690024,27.30499234,8.875,7125,77.13025396,94.13147159,754.8461042,9104.248467,0,3210.164784,9.702137475,765.1408814,15.44966325,18176.28508,60,0,3,103.656751,10,26.54518982,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Khakis,2,797.7729994,257346.4799,265.9243331,1,967.7432557,0,1,1,0.71335498,0.265530761,530.7049761,4.126723069,20.05387994,6.093,9907,59.97932216,683.2734222,11043.9794,93757.3188,1,936527.0089,26.13949927,697.9442655,18.18065217,70991.67529,90,1,0,1203.977138,12,984.5134644,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Purples,7,78.31996835,9081.058406,26.10665612,1,347.8445637,1,1,-1,0.733561108,0.969758189,451.3442405,4.190927765,29.71774188,0.88,9120,1.172913029,384.927262,4248.300161,47272.50162,1,120995.8405,19.61956325,195.0531764,53.18011579,717.6641497,80.38378378,1,3,610.8921024,10,459.3462205,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Khakis,1,132.8008972,197.4838514,44.26696574,0,4.461201443,1,-1,1,0.127021754,0.953197251,594.4544224,4.813958462,36.47614908,11.527,4473,13.3355591,3.825647407,52.26330924,489.9946804,0,19.90231831,1.955926227,858.5276192,7.57711397,2013.831222,80,2,2,6.239256361,13,4.700107101,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Purples,1,609.7231072,86958.75703,203.2410357,1,427.8602336,1,-1,-1,0.942420745,0.132090306,118.9530862,5.537584422,19.51013296,2.211,7789,12.19252232,395.9110526,5070.424441,52206.44986,0,183064.3795,19.89751373,147.9656832,0.110431248,41520.15964,70,2,3,687.3655725,9,576.5192036,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
Purples,9,751.6536724,113934.4012,250.5512241,0,454.7349614,1,-1,1,0.600186566,0.464116824,273.7867336,6.818256588,0.480491272,1.765,8235,79.13838264,453.2612944,5453.872203,53931.6068,0,206783.8852,21.28993411,93.98178755,94.51710181,63036.46714,60,0,0,669.5001589,8,432.1829957,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Purples,3,89.76202525,12902.52537,29.92067508,1,431.2244068,1,1,-1,0.206524136,0.330946343,207.3379818,1.479241604,71.72379519,0.753,9247,97.17829169,458.9126635,5230.069395,56966.71911,0,185954.4891,21.42224693,101.2201006,20.88444883,935.1674726,100,0,1,737.0762533,14,561.8648311,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Khakis,4,655.5973593,5879.38582,133.3971526,1,26.9039483,1,1,-1,0.326549602,0.138236467,536.8642514,1.222741436,41.17407466,7.221,8779,67.5957534,99.00094545,467.0413739,9251.360876,0,723.8224341,9.949921882,773.3481786,26.34509571,47984.96552,100,0,3,110.7894657,12,37.99643992,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Purples,3,301.4508282,35016.20378,100.4836094,0,348.4767714,1,-1,1,0.228288689,0.676007042,677.3779197,6.773563579,71.48989581,4.7,5300,13.76545667,394.2909351,4273.349584,49465.62253,0,121436.0602,19.85676044,186.0187322,6.554591912,10207.43937,80,0,0,650.5408797,10,521.6627219,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Purples,1,338.711418,48706.70451,112.903806,0,431.4000231,1,1,-1,0.553904206,0.708671174,595.6377347,0.420032628,46.40284202,2.926,7074,47.28595433,357.6634406,5029.327112,47163.06049,0,186105.9799,18.91199198,158.4863508,61.2544565,12870.17321,80,1,1,608.8672043,13,487.6602109,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Purples,4,397.8646771,55843.46333,132.621559,0,421.0737963,1,1,-1,0.854201777,0.119466887,942.5350479,6.418673578,34.83292833,1.606,8394,65.6231174,403.2441802,5017.226323,51503.91175,1,177303.1419,20.08094072,127.438017,66.8028322,17731.09948,70,1,1,667.7689419,9,525.4836002,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Khakis,4,288.0529306,75641.56925,96.01764354,0,787.7882279,0,-1,1,0.747902708,0.636903354,587.108342,1.416508891,70.37441283,9.288,6712,80.50505547,741.4077095,9360.697698,95568.6998,1,620610.2921,27.22880294,620.6513149,61.7826408,9325.405514,100,0,0,1243.082352,14,994.0731811,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Purples,3,158.1841486,20789.18398,52.72804952,1,394.2718187,1,1,1,0.728386334,0.997860471,843.7299335,8.111731466,65.79878542,1.704,8296,14.65676029,375.3190083,4693.356204,50524.97664,0,155450.2671,19.37315174,191.5627724,46.43116293,2842.975256,70,0,3,677.1454864,9,599.8623941,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Whites,10,71.53873085,6293.915025,23.84624362,0,263.9373784,1,-1,-1,0.169355636,0.637601179,665.6096643,9.679676697,13.23633953,2.139,7861,83.10072401,293.9701982,3227.314181,40550.43529,0,69662.93973,17.14555914,316.609624,18.30656449,602.4895782,60,2,3,563.7035249,6,545.4732173,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Khakis,4,87.86686523,25484.51154,29.28895508,0,870.1065462,0,-1,-1,0.087012769,0.466929624,677.6900445,5.207792639,12.4400002,11.555,4445,62.78141746,865.1238208,10431.3131,106490.4849,0,757085.4018,29.41298728,706.088408,36.66501257,897.1318446,100,2,3,1354.508353,14,977.7725188,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Greens,2,419.2745567,36935.7736,139.7581856,1,264.2834368,1,-1,-1,0.199916122,0.183658945,338.2213339,0.401597202,15.03493583,5.037,4963,32.19292348,454.1075238,3551.049416,55497.44164,-1,69845.73498,21.30979877,277.0138642,71.16749387,19682.10862,60,2,3,754.1690566,11,638.087883,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Khakis,4,277.0406609,85598.78895,92.34688697,0,926.9266324,0,1,-1,0.719519852,0.807018986,433.6358416,3.441436882,13.92422323,10.888,5112,89.15769302,862.3410687,10993.94846,106912.2963,1,859192.9819,19.24161709,727.0915458,23.80957867,8630.29442,80,0,2,1350.69654,10,963.7938296,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
Whites,10,332.4788245,58852.52501,110.8262748,0,531.0340451,0,1,1,0.041947444,0.386768793,877.9621404,5.02491666,6.663577375,5.761,4239,22.1196518,420.9827107,6152.305872,53532.20027,-1,281997.157,20.51786321,89.80855706,39.55964926,12403.28946,60,1,2,667.3357712,6,470.6958542,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Khakis,6,967.3053389,313057.8704,322.435113,0,970.9174273,0,-1,-1,0.851549365,0.167288388,808.6017577,0.766161864,64.70598732,8.834,7166,81.00160689,830.5077273,11370.18973,103218.6738,-1,942680.6507,28.81853097,690.2703397,11.68370557,104296.8372,80,0,0,1285.254335,12,881.411275,0.641729581,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Greys,7,148.5362868,28165.56587,49.51209559,0,568.8623261,0,-1,1,0.592590726,0.088987071,156.2166105,0.005730949,38.8668621,7.732,4268,18.49634324,524.3156818,6737.254624,61655.20158,1,323604.3461,22.89794056,96.78169153,8.101447346,2510.959705,40,0,2,747.0157265,9,436.4907607,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
